id_servicio,tipo,habitacion,edificio,seccion,bellboy,hora_solicitud,hora_asignacion,hora_entrega,hora_limite_salida,tiempo_total_servicio,tiempo_espera_asignacion,a_tiempo,hora_del_dia
SRV_483,Check-in,1837,Luna,Norte,BB_11,2026-03-15 17:52:00,2026-03-15 18:10:00,2026-03-15 18:37:00,,45.0,18.0,False,17
SRV_484,Check-in,3762,Piña,Sur,BB_33,2026-03-15 18:19:00,2026-03-15 18:32:00,2026-03-15 19:01:00,,42.0,13.0,False,18
SRV_485,Check-out,3215,Chile,Sur,BB_15,2026-03-15 10:10:00,2026-03-15 10:15:00,2026-03-15 10:28:00,2026-03-15 11:10:00,18.0,5.0,True,10
SRV_486,Check-in,3710,Piña,Sur,BB_02,2026-03-15 15:45:00,2026-03-15 16:08:00,2026-03-15 16:31:00,,46.0,23.0,False,15
SRV_487,Check-out,3517,Mango,Sur,BB_25,2026-03-15 13:06:00,2026-03-15 13:17:00,2026-03-15 13:45:00,2026-03-15 14:06:00,39.0,11.0,True,13
SRV_488,Check-out,3885,Piña,Sur,BB_27,2026-03-15 11:53:00,2026-03-15 12:12:00,2026-03-15 12:42:00,2026-03-15 12:53:00,49.0,19.0,True,11
SRV_489,Check-out,3210,Chile,Sur,BB_18,2026-03-15 11:39:00,2026-03-15 12:04:00,2026-03-15 12:21:00,2026-03-15 12:39:00,42.0,25.0,True,11
SRV_490,Check-in,1859,Luna,Norte,BB_15,2026-03-15 16:51:00,2026-03-15 16:59:00,2026-03-15 17:23:00,,32.0,8.0,False,16
SRV_491,Check-out,1809,Luna,Norte,BB_15,2026-03-15 10:13:00,2026-03-15 10:22:00,2026-03-15 10:46:00,2026-03-15 11:13:00,33.0,9.0,True,10
SRV_492,Check-out,3544,Mango,Sur,BB_29,2026-03-15 11:52:00,2026-03-15 12:07:00,2026-03-15 12:29:00,2026-03-15 12:52:00,37.0,15.0,True,11
SRV_493,Check-in,1782,Luna,Norte,BB_25,2026-03-15 15:44:00,2026-03-15 15:55:00,2026-03-15 16:15:00,,31.0,11.0,False,15
SRV_494,Check-out,3308,Mango,Sur,BB_17,2026-03-15 10:35:00,2026-03-15 10:53:00,2026-03-15 11:15:00,2026-03-15 11:35:00,40.0,18.0,True,10
SRV_495,Check-in,4114,Toronja,Sur,BB_22,2026-03-15 15:54:00,2026-03-15 16:02:00,2026-03-15 16:15:00,,21.0,8.0,True,15
SRV_496,Check-in,3907,Toronja,Sur,BB_01,2026-03-15 16:13:00,2026-03-15 16:31:00,2026-03-15 16:51:00,,38.0,18.0,False,16
SRV_497,Check-in,2210,Estrella,Norte,BB_34,2026-03-15 14:15:00,2026-03-15 14:25:00,2026-03-15 14:48:00,,33.0,10.0,False,14
SRV_498,Check-in,3443,Mango,Sur,BB_07,2026-03-15 17:35:00,2026-03-15 17:54:00,2026-03-15 18:20:00,,45.0,19.0,False,17
SRV_499,Check-out,3600,Piña,Sur,BB_18,2026-03-15 12:46:00,2026-03-15 13:05:00,2026-03-15 13:27:00,2026-03-15 13:46:00,41.0,19.0,True,12
SRV_500,Check-in,1683,Piñata,Norte,BB_23,2026-03-15 12:57:00,2026-03-15 13:21:00,2026-03-15 13:47:00,,50.0,24.0,False,12
SRV_501,Check-in,4077,Toronja,Sur,BB_13,2026-03-15 15:07:00,2026-03-15 15:30:00,2026-03-15 15:54:00,,47.0,23.0,False,15
SRV_502,Check-out,3733,Piña,Sur,BB_10,2026-03-15 11:04:00,2026-03-15 11:09:00,2026-03-15 11:21:00,2026-03-15 12:04:00,17.0,5.0,True,11
SRV_503,Check-out,3756,Piña,Sur,BB_26,2026-03-15 11:31:00,2026-03-15 11:51:00,2026-03-15 12:01:00,2026-03-15 12:31:00,30.0,20.0,True,11
SRV_504,Check-in,3874,Piña,Sur,BB_31,2026-03-15 16:55:00,2026-03-15 17:04:00,2026-03-15 17:24:00,,29.0,9.0,True,16
SRV_505,Check-out,600,Villa 6,Golf,BB_03,2026-03-15 11:19:00,2026-03-15 11:24:00,2026-03-15 11:46:00,2026-03-15 12:19:00,27.0,5.0,True,11
SRV_506,Check-in,1712,Luna,Norte,BB_33,2026-03-15 11:16:00,2026-03-15 11:37:00,2026-03-15 11:56:00,,40.0,21.0,False,11
SRV_507,Check-out,1244,Sombrero,Norte,BB_04,2026-03-15 11:31:00,2026-03-15 11:43:00,2026-03-15 12:13:00,2026-03-15 12:31:00,42.0,12.0,True,11
SRV_508,Check-in,1121,Sombrero,Norte,BB_32,2026-03-15 14:25:00,2026-03-15 14:44:00,2026-03-15 15:07:00,,42.0,19.0,False,14
SRV_509,Check-in,1523,Piñata,Norte,BB_13,2026-03-15 11:18:00,2026-03-15 11:25:00,2026-03-15 11:41:00,,23.0,7.0,True,11
SRV_510,Check-out,3708,Piña,Sur,BB_08,2026-03-15 09:10:00,2026-03-15 09:29:00,2026-03-15 09:40:00,2026-03-15 10:10:00,30.0,19.0,True,9
SRV_511,Check-in,4145,Toronja,Sur,BB_26,2026-03-15 14:42:00,2026-03-15 14:52:00,2026-03-15 15:03:00,,21.0,10.0,True,14
SRV_512,Check-in,3729,Piña,Sur,BB_19,2026-03-15 14:37:00,2026-03-15 14:55:00,2026-03-15 15:15:00,,38.0,18.0,False,14
SRV_513,Check-out,1087,Sombrero,Norte,BB_07,2026-03-15 10:05:00,2026-03-15 10:27:00,2026-03-15 10:42:00,2026-03-15 11:05:00,37.0,22.0,True,10
SRV_514,Check-out,4046,Toronja,Sur,BB_05,2026-03-15 11:42:00,2026-03-15 12:04:00,2026-03-15 12:26:00,2026-03-15 12:42:00,44.0,22.0,True,11
SRV_515,Check-in,1235,Sombrero,Norte,BB_14,2026-03-15 17:16:00,2026-03-15 17:32:00,2026-03-15 17:43:00,,27.0,16.0,True,17
SRV_516,Check-in,3544,Mango,Sur,BB_31,2026-03-15 14:43:00,2026-03-15 15:02:00,2026-03-15 15:25:00,,42.0,19.0,False,14
SRV_517,Check-in,2006,Estrella,Norte,BB_27,2026-03-15 11:38:00,2026-03-15 11:55:00,2026-03-15 12:09:00,,31.0,17.0,False,11
SRV_518,Check-out,1182,Sombrero,Norte,BB_11,2026-03-15 12:28:00,2026-03-15 12:46:00,2026-03-15 12:57:00,2026-03-15 13:28:00,29.0,18.0,True,12
SRV_519,Check-in,1865,Luna,Norte,BB_09,2026-03-15 16:55:00,2026-03-15 17:07:00,2026-03-15 17:36:00,,41.0,12.0,False,16
SRV_520,Check-out,1074,Sombrero,Norte,BB_30,2026-03-15 10:26:00,2026-03-15 10:42:00,2026-03-15 10:53:00,2026-03-15 11:26:00,27.0,16.0,True,10
SRV_521,Check-in,1515,Piñata,Norte,BB_27,2026-03-15 14:19:00,2026-03-15 14:43:00,2026-03-15 15:11:00,,52.0,24.0,False,14
SRV_522,Check-in,1575,Piñata,Norte,BB_29,2026-03-15 16:19:00,2026-03-15 16:24:00,2026-03-15 16:52:00,,33.0,5.0,False,16
SRV_523,Check-in,1416,Piñata,Norte,BB_23,2026-03-15 15:38:00,2026-03-15 15:44:00,2026-03-15 16:06:00,,28.0,6.0,True,15
SRV_524,Check-in,3430,Mango,Sur,BB_30,2026-03-15 15:57:00,2026-03-15 16:10:00,2026-03-15 16:26:00,,29.0,13.0,True,15
SRV_525,Check-out,3674,Piña,Sur,BB_31,2026-03-15 11:39:00,2026-03-15 11:53:00,2026-03-15 12:04:00,2026-03-15 12:39:00,25.0,14.0,True,11
SRV_526,Check-in,1455,Piñata,Norte,BB_17,2026-03-15 14:21:00,2026-03-15 14:43:00,2026-03-15 15:12:00,,51.0,22.0,False,14
SRV_527,Check-in,3910,Toronja,Sur,BB_33,2026-03-15 14:33:00,2026-03-15 14:48:00,2026-03-15 15:18:00,,45.0,15.0,False,14
SRV_528,Check-in,3376,Mango,Sur,BB_13,2026-03-15 12:30:00,2026-03-15 12:48:00,2026-03-15 13:01:00,,31.0,18.0,False,12
SRV_529,Check-in,1127,Sombrero,Norte,BB_23,2026-03-15 14:11:00,2026-03-15 14:20:00,2026-03-15 14:30:00,,19.0,9.0,True,14
SRV_530,Check-in,1119,Sombrero,Norte,BB_33,2026-03-15 16:46:00,2026-03-15 17:01:00,2026-03-15 17:24:00,,38.0,15.0,False,16
SRV_531,Check-in,3359,Mango,Sur,BB_16,2026-03-15 12:49:00,2026-03-15 13:12:00,2026-03-15 13:37:00,,48.0,23.0,False,12
SRV_532,Check-out,3115,Chile,Sur,BB_06,2026-03-15 09:33:00,2026-03-15 09:52:00,2026-03-15 10:20:00,2026-03-15 10:33:00,47.0,19.0,True,9
SRV_533,Check-in,2102,Estrella,Norte,BB_05,2026-03-15 16:52:00,2026-03-15 17:11:00,2026-03-15 17:35:00,,43.0,19.0,False,16
SRV_534,Check-out,1168,Sombrero,Norte,BB_29,2026-03-15 10:14:00,2026-03-15 10:35:00,2026-03-15 11:02:00,2026-03-15 11:14:00,48.0,21.0,True,10
SRV_535,Check-out,3533,Mango,Sur,BB_03,2026-03-15 10:35:00,2026-03-15 10:50:00,2026-03-15 11:04:00,2026-03-15 11:35:00,29.0,15.0,True,10
SRV_536,Check-in,1934,Luna,Norte,BB_24,2026-03-15 16:58:00,2026-03-15 17:11:00,2026-03-15 17:21:00,,23.0,13.0,True,16
SRV_537,Check-in,2004,Estrella,Norte,BB_07,2026-03-15 11:42:00,2026-03-15 11:53:00,2026-03-15 12:16:00,,34.0,11.0,False,11
SRV_538,Check-in,1146,Sombrero,Norte,BB_06,2026-03-15 15:43:00,2026-03-15 15:59:00,2026-03-15 16:25:00,,42.0,16.0,False,15
SRV_539,Check-in,1429,Piñata,Norte,BB_13,2026-03-15 15:28:00,2026-03-15 15:48:00,2026-03-15 16:16:00,,48.0,20.0,False,15
SRV_540,Check-in,1633,Piñata,Norte,BB_08,2026-03-15 14:26:00,2026-03-15 14:42:00,2026-03-15 14:53:00,,27.0,16.0,True,14
SRV_541,Check-in,3406,Mango,Sur,BB_13,2026-03-15 16:13:00,2026-03-15 16:36:00,2026-03-15 17:02:00,,49.0,23.0,False,16
SRV_542,Check-out,4123,Toronja,Sur,BB_28,2026-03-15 09:42:00,2026-03-15 09:53:00,2026-03-15 10:10:00,2026-03-15 10:42:00,28.0,11.0,True,9
SRV_543,Check-out,1685,Piñata,Norte,BB_27,2026-03-15 10:38:00,2026-03-15 10:55:00,2026-03-15 11:16:00,2026-03-15 11:38:00,38.0,17.0,True,10
SRV_544,Check-out,1079,Sombrero,Norte,BB_13,2026-03-15 10:16:00,2026-03-15 10:37:00,2026-03-15 10:49:00,2026-03-15 11:16:00,33.0,21.0,True,10
SRV_545,Check-out,4167,Toronja,Sur,BB_30,2026-03-15 10:23:00,2026-03-15 10:29:00,2026-03-15 10:53:00,2026-03-15 11:23:00,30.0,6.0,True,10
SRV_546,Check-in,1069,Sombrero,Norte,BB_32,2026-03-15 15:46:00,2026-03-15 15:52:00,2026-03-15 16:05:00,,19.0,6.0,True,15
SRV_547,Check-in,1450,Piñata,Norte,BB_04,2026-03-15 14:23:00,2026-03-15 14:41:00,2026-03-15 15:01:00,,38.0,18.0,False,14
SRV_548,Check-in,4046,Toronja,Sur,BB_02,2026-03-15 13:38:00,2026-03-15 13:48:00,2026-03-15 14:04:00,,26.0,10.0,True,13
SRV_549,Check-out,1252,Sombrero,Norte,BB_29,2026-03-15 12:22:00,2026-03-15 12:41:00,2026-03-15 13:09:00,2026-03-15 13:22:00,47.0,19.0,True,12
SRV_550,Check-out,2206,Estrella,Norte,BB_26,2026-03-15 11:18:00,2026-03-15 11:30:00,2026-03-15 11:53:00,2026-03-15 12:18:00,35.0,12.0,True,11
SRV_551,Check-out,1838,Luna,Norte,BB_03,2026-03-15 09:41:00,2026-03-15 09:46:00,2026-03-15 10:00:00,2026-03-15 10:41:00,19.0,5.0,True,9
SRV_552,Check-in,1119,Sombrero,Norte,BB_15,2026-03-15 15:47:00,2026-03-15 15:52:00,2026-03-15 16:22:00,,35.0,5.0,False,15
SRV_553,Check-in,1471,Piñata,Norte,BB_19,2026-03-15 12:31:00,2026-03-15 12:44:00,2026-03-15 13:01:00,,30.0,13.0,True,12
SRV_554,Check-in,1127,Sombrero,Norte,BB_33,2026-03-15 17:42:00,2026-03-15 17:51:00,2026-03-15 18:01:00,,19.0,9.0,True,17
SRV_555,Check-out,3673,Piña,Sur,BB_30,2026-03-15 11:32:00,2026-03-15 11:51:00,2026-03-15 12:17:00,2026-03-15 12:32:00,45.0,19.0,True,11
SRV_556,Check-in,1218,Sombrero,Norte,BB_11,2026-03-15 13:18:00,2026-03-15 13:31:00,2026-03-15 13:56:00,,38.0,13.0,False,13
SRV_557,Check-out,1052,Sombrero,Norte,BB_28,2026-03-15 11:47:00,2026-03-15 12:10:00,2026-03-15 12:29:00,2026-03-15 12:47:00,42.0,23.0,True,11
SRV_558,Check-in,1719,Luna,Norte,BB_21,2026-03-15 15:48:00,2026-03-15 16:08:00,2026-03-15 16:24:00,,36.0,20.0,False,15
SRV_559,Check-out,1279,Sombrero,Norte,BB_30,2026-03-15 10:56:00,2026-03-15 11:09:00,2026-03-15 11:26:00,2026-03-15 11:56:00,30.0,13.0,True,10
SRV_560,Check-in,1721,Luna,Norte,BB_26,2026-03-15 14:01:00,2026-03-15 14:18:00,2026-03-15 14:29:00,,28.0,17.0,True,14
SRV_561,Check-out,1073,Sombrero,Norte,BB_19,2026-03-15 11:16:00,2026-03-15 11:34:00,2026-03-15 11:59:00,2026-03-15 12:16:00,43.0,18.0,True,11
SRV_562,Check-out,3441,Mango,Sur,BB_22,2026-03-15 11:32:00,2026-03-15 11:50:00,2026-03-15 12:15:00,2026-03-15 12:32:00,43.0,18.0,True,11
SRV_563,Check-in,3472,Mango,Sur,BB_30,2026-03-15 20:18:00,2026-03-15 20:40:00,2026-03-15 20:52:00,,34.0,22.0,False,20
SRV_564,Check-in,3605,Piña,Sur,BB_18,2026-03-15 19:38:00,2026-03-15 19:45:00,2026-03-15 19:55:00,,17.0,7.0,True,19
SRV_565,Check-in,3524,Mango,Sur,BB_12,2026-03-15 16:51:00,2026-03-15 16:59:00,2026-03-15 17:10:00,,19.0,8.0,True,16
SRV_566,Check-in,1279,Sombrero,Norte,BB_31,2026-03-15 10:35:00,2026-03-15 10:40:00,2026-03-15 10:51:00,,16.0,5.0,True,10
SRV_567,Check-in,4060,Toronja,Sur,BB_21,2026-03-15 19:27:00,2026-03-15 19:49:00,2026-03-15 20:01:00,,34.0,22.0,False,19
SRV_568,Check-out,1070,Sombrero,Norte,BB_23,2026-03-15 12:29:00,2026-03-15 12:41:00,2026-03-15 12:51:00,2026-03-15 13:29:00,22.0,12.0,True,12
SRV_569,Check-out,3528,Mango,Sur,BB_27,2026-03-15 11:34:00,2026-03-15 11:59:00,2026-03-15 12:25:00,2026-03-15 12:34:00,51.0,25.0,True,11
SRV_570,Check-in,1549,Piñata,Norte,BB_21,2026-03-15 17:14:00,2026-03-15 17:19:00,2026-03-15 17:31:00,,17.0,5.0,True,17
SRV_571,Check-in,4017,Toronja,Sur,BB_04,2026-03-15 15:08:00,2026-03-15 15:23:00,2026-03-15 15:35:00,,27.0,15.0,True,15
SRV_572,Check-in,3764,Piña,Sur,BB_10,2026-03-15 14:38:00,2026-03-15 14:43:00,2026-03-15 15:09:00,,31.0,5.0,False,14
SRV_573,Check-in,3317,Mango,Sur,BB_31,2026-03-15 13:47:00,2026-03-15 14:00:00,2026-03-15 14:10:00,,23.0,13.0,True,13
SRV_574,Check-out,3715,Piña,Sur,BB_11,2026-03-15 09:51:00,2026-03-15 09:58:00,2026-03-15 10:10:00,2026-03-15 10:51:00,19.0,7.0,True,9
SRV_575,Check-out,4066,Toronja,Sur,BB_16,2026-03-15 09:41:00,2026-03-15 10:02:00,2026-03-15 10:22:00,2026-03-15 10:41:00,41.0,21.0,True,9
SRV_576,Check-in,3760,Piña,Sur,BB_14,2026-03-15 14:54:00,2026-03-15 15:06:00,2026-03-15 15:33:00,,39.0,12.0,False,14
SRV_577,Check-in,3542,Mango,Sur,BB_34,2026-03-15 11:10:00,2026-03-15 11:19:00,2026-03-15 11:44:00,,34.0,9.0,False,11
SRV_578,Check-in,3371,Mango,Sur,BB_01,2026-03-15 13:21:00,2026-03-15 13:29:00,2026-03-15 13:51:00,,30.0,8.0,True,13
SRV_579,Check-out,1432,Piñata,Norte,BB_01,2026-03-15 11:05:00,2026-03-15 11:13:00,2026-03-15 11:37:00,2026-03-15 12:05:00,32.0,8.0,True,11
SRV_580,Check-in,1440,Piñata,Norte,BB_07,2026-03-15 14:29:00,2026-03-15 14:47:00,2026-03-15 15:03:00,,34.0,18.0,False,14
SRV_581,Check-in,1523,Piñata,Norte,BB_08,2026-03-15 13:46:00,2026-03-15 13:56:00,2026-03-15 14:22:00,,36.0,10.0,False,13
SRV_582,Check-in,1827,Luna,Norte,BB_31,2026-03-15 13:45:00,2026-03-15 13:59:00,2026-03-15 14:27:00,,42.0,14.0,False,13
SRV_583,Check-in,1664,Piñata,Norte,BB_13,2026-03-15 14:00:00,2026-03-15 14:05:00,2026-03-15 14:15:00,,15.0,5.0,True,14
SRV_584,Check-in,3726,Piña,Sur,BB_02,2026-03-15 14:48:00,2026-03-15 15:08:00,2026-03-15 15:31:00,,43.0,20.0,False,14
SRV_585,Check-in,1773,Luna,Norte,BB_20,2026-03-15 11:52:00,2026-03-15 12:03:00,2026-03-15 12:13:00,,21.0,11.0,True,11
SRV_586,Check-in,1728,Luna,Norte,BB_25,2026-03-15 16:40:00,2026-03-15 16:57:00,2026-03-15 17:18:00,,38.0,17.0,False,16
SRV_587,Check-in,1878,Luna,Norte,BB_30,2026-03-15 12:44:00,2026-03-15 13:08:00,2026-03-15 13:29:00,,45.0,24.0,False,12
SRV_588,Check-out,3508,Mango,Sur,BB_08,2026-03-15 11:19:00,2026-03-15 11:24:00,2026-03-15 11:42:00,2026-03-15 12:19:00,23.0,5.0,True,11
SRV_589,Check-in,1917,Luna,Norte,BB_17,2026-03-15 14:29:00,2026-03-15 14:40:00,2026-03-15 15:02:00,,33.0,11.0,False,14
SRV_590,Check-in,3459,Mango,Sur,BB_03,2026-03-15 12:16:00,2026-03-15 12:30:00,2026-03-15 12:43:00,,27.0,14.0,True,12
SRV_591,Check-out,4012,Toronja,Sur,BB_03,2026-03-15 10:44:00,2026-03-15 10:58:00,2026-03-15 11:12:00,2026-03-15 11:44:00,28.0,14.0,True,10
SRV_592,Check-in,502,Villa 5,Golf,BB_33,2026-03-15 15:04:00,2026-03-15 15:26:00,2026-03-15 15:41:00,,37.0,22.0,False,15
SRV_593,Check-in,3463,Mango,Sur,BB_28,2026-03-15 14:08:00,2026-03-15 14:24:00,2026-03-15 14:48:00,,40.0,16.0,False,14
SRV_594,Check-out,1959,Luna,Norte,BB_04,2026-03-15 12:14:00,2026-03-15 12:28:00,2026-03-15 12:50:00,2026-03-15 13:14:00,36.0,14.0,True,12
SRV_595,Check-in,1614,Piñata,Norte,BB_22,2026-03-15 18:14:00,2026-03-15 18:24:00,2026-03-15 18:47:00,,33.0,10.0,False,18
SRV_596,Check-out,3907,Toronja,Sur,BB_12,2026-03-15 08:59:00,2026-03-15 09:09:00,2026-03-15 09:34:00,2026-03-15 09:59:00,35.0,10.0,True,8
SRV_597,Check-out,3329,Mango,Sur,BB_11,2026-03-15 10:33:00,2026-03-15 10:57:00,2026-03-15 11:10:00,2026-03-15 11:33:00,37.0,24.0,True,10
SRV_598,Check-out,1470,Piñata,Norte,BB_06,2026-03-15 11:22:00,2026-03-15 11:44:00,2026-03-15 11:57:00,2026-03-15 12:22:00,35.0,22.0,True,11
SRV_599,Check-out,1879,Luna,Norte,BB_05,2026-03-15 09:26:00,2026-03-15 09:35:00,2026-03-15 09:48:00,2026-03-15 10:26:00,22.0,9.0,True,9
SRV_600,Check-out,1546,Piñata,Norte,BB_17,2026-03-15 11:24:00,2026-03-15 11:48:00,2026-03-15 12:13:00,2026-03-15 12:24:00,49.0,24.0,True,11
SRV_601,Check-in,4060,Toronja,Sur,BB_18,2026-03-15 15:16:00,2026-03-15 15:27:00,2026-03-15 15:50:00,,34.0,11.0,False,15
SRV_602,Check-out,1752,Luna,Norte,BB_19,2026-03-15 11:14:00,2026-03-15 11:28:00,2026-03-15 11:39:00,2026-03-15 12:14:00,25.0,14.0,True,11
SRV_603,Check-out,1659,Piñata,Norte,BB_30,2026-03-15 11:42:00,2026-03-15 11:57:00,2026-03-15 12:19:00,2026-03-15 12:42:00,37.0,15.0,True,11
SRV_604,Check-out,1635,Piñata,Norte,BB_05,2026-03-15 13:00:00,2026-03-15 13:24:00,2026-03-15 13:47:00,2026-03-15 14:00:00,47.0,24.0,True,13
SRV_605,Check-out,3546,Mango,Sur,BB_06,2026-03-15 10:52:00,2026-03-15 10:57:00,2026-03-15 11:24:00,2026-03-15 11:52:00,32.0,5.0,True,10
SRV_606,Check-in,1859,Luna,Norte,BB_26,2026-03-15 14:21:00,2026-03-15 14:41:00,2026-03-15 15:07:00,,46.0,20.0,False,14
SRV_607,Check-in,3652,Piña,Sur,BB_25,2026-03-15 13:57:00,2026-03-15 14:06:00,2026-03-15 14:31:00,,34.0,9.0,False,13
SRV_608,Check-in,2212,Estrella,Norte,BB_32,2026-03-15 16:42:00,2026-03-15 17:05:00,2026-03-15 17:22:00,,40.0,23.0,False,16
SRV_609,Check-out,3700,Piña,Sur,BB_02,2026-03-15 10:35:00,2026-03-15 10:55:00,2026-03-15 11:15:00,2026-03-15 11:35:00,40.0,20.0,True,10
SRV_610,Check-out,3926,Toronja,Sur,BB_26,2026-03-15 09:44:00,2026-03-15 10:02:00,2026-03-15 10:32:00,2026-03-15 10:44:00,48.0,18.0,True,9
SRV_611,Check-in,1547,Piñata,Norte,BB_18,2026-03-15 11:48:00,2026-03-15 12:06:00,2026-03-15 12:30:00,,42.0,18.0,False,11
SRV_612,Check-in,1860,Luna,Norte,BB_01,2026-03-15 14:18:00,2026-03-15 14:37:00,2026-03-15 14:50:00,,32.0,19.0,False,14
SRV_613,Check-in,1483,Piñata,Norte,BB_18,2026-03-15 13:08:00,2026-03-15 13:33:00,2026-03-15 14:00:00,,52.0,25.0,False,13
SRV_614,Check-in,4157,Toronja,Sur,BB_35,2026-03-15 17:53:00,2026-03-15 18:02:00,2026-03-15 18:18:00,,25.0,9.0,True,17
SRV_615,Check-in,3757,Piña,Sur,BB_01,2026-03-15 14:46:00,2026-03-15 15:06:00,2026-03-15 15:28:00,,42.0,20.0,False,14
SRV_616,Check-out,3434,Mango,Sur,BB_12,2026-03-15 09:58:00,2026-03-15 10:09:00,2026-03-15 10:28:00,2026-03-15 10:58:00,30.0,11.0,True,9
SRV_617,Check-out,3676,Piña,Sur,BB_14,2026-03-15 11:16:00,2026-03-15 11:27:00,2026-03-15 11:45:00,2026-03-15 12:16:00,29.0,11.0,True,11
SRV_618,Check-out,1160,Sombrero,Norte,BB_27,2026-03-15 13:22:00,2026-03-15 13:46:00,2026-03-15 13:59:00,2026-03-15 14:22:00,37.0,24.0,True,13
SRV_619,Check-out,1842,Luna,Norte,BB_16,2026-03-15 12:15:00,2026-03-15 12:33:00,2026-03-15 12:55:00,2026-03-15 13:15:00,40.0,18.0,True,12
SRV_620,Check-in,1000,Sombrero,Norte,BB_19,2026-03-15 13:24:00,2026-03-15 13:43:00,2026-03-15 13:54:00,,30.0,19.0,True,13
SRV_621,Check-in,3484,Mango,Sur,BB_31,2026-03-15 12:16:00,2026-03-15 12:27:00,2026-03-15 12:56:00,,40.0,11.0,False,12
SRV_622,Check-out,4049,Toronja,Sur,BB_05,2026-03-15 11:19:00,2026-03-15 11:38:00,2026-03-15 12:05:00,2026-03-15 12:19:00,46.0,19.0,True,11
SRV_623,Check-in,3455,Mango,Sur,BB_16,2026-03-15 16:56:00,2026-03-15 17:19:00,2026-03-15 17:43:00,,47.0,23.0,False,16
SRV_624,Check-in,1023,Sombrero,Norte,BB_14,2026-03-15 14:00:00,2026-03-15 14:13:00,2026-03-15 14:32:00,,32.0,13.0,False,14
SRV_625,Check-out,3517,Mango,Sur,BB_10,2026-03-15 11:18:00,2026-03-15 11:43:00,2026-03-15 12:12:00,2026-03-15 12:18:00,54.0,25.0,True,11
SRV_626,Check-in,3627,Piña,Sur,BB_05,2026-03-15 15:12:00,2026-03-15 15:18:00,2026-03-15 15:34:00,,22.0,6.0,True,15
SRV_627,Check-out,3510,Mango,Sur,BB_03,2026-03-15 11:07:00,2026-03-15 11:18:00,2026-03-15 11:46:00,2026-03-15 12:07:00,39.0,11.0,True,11
SRV_628,Check-in,3810,Piña,Sur,BB_15,2026-03-15 16:13:00,2026-03-15 16:33:00,2026-03-15 17:01:00,,48.0,20.0,False,16
SRV_629,Check-in,1847,Luna,Norte,BB_03,2026-03-15 13:28:00,2026-03-15 13:53:00,2026-03-15 14:17:00,,49.0,25.0,False,13
SRV_630,Check-out,1246,Sombrero,Norte,BB_12,2026-03-15 11:07:00,2026-03-15 11:32:00,2026-03-15 11:50:00,2026-03-15 12:07:00,43.0,25.0,True,11
SRV_631,Check-in,3801,Piña,Sur,BB_24,2026-03-15 12:01:00,2026-03-15 12:14:00,2026-03-15 12:41:00,,40.0,13.0,False,12
SRV_632,Check-out,4160,Toronja,Sur,BB_25,2026-03-15 12:43:00,2026-03-15 13:08:00,2026-03-15 13:19:00,2026-03-15 13:43:00,36.0,25.0,True,12
SRV_633,Check-out,1848,Luna,Norte,BB_27,2026-03-15 09:55:00,2026-03-15 10:05:00,2026-03-15 10:25:00,2026-03-15 10:55:00,30.0,10.0,True,9
SRV_634,Check-out,1863,Luna,Norte,BB_28,2026-03-15 09:43:00,2026-03-15 09:59:00,2026-03-15 10:18:00,2026-03-15 10:43:00,35.0,16.0,True,9
SRV_635,Check-in,3806,Piña,Sur,BB_21,2026-03-15 16:26:00,2026-03-15 16:50:00,2026-03-15 17:11:00,,45.0,24.0,False,16
SRV_636,Check-out,1174,Sombrero,Norte,BB_07,2026-03-15 13:16:00,2026-03-15 13:24:00,2026-03-15 13:53:00,2026-03-15 14:16:00,37.0,8.0,True,13
SRV_637,Check-out,4065,Toronja,Sur,BB_02,2026-03-15 13:46:00,2026-03-15 14:05:00,2026-03-15 14:30:00,2026-03-15 14:46:00,44.0,19.0,True,13
SRV_638,Check-out,3474,Mango,Sur,BB_13,2026-03-15 09:54:00,2026-03-15 10:03:00,2026-03-15 10:29:00,2026-03-15 10:54:00,35.0,9.0,True,9
SRV_639,Check-in,1040,Sombrero,Norte,BB_19,2026-03-15 15:55:00,2026-03-15 16:19:00,2026-03-15 16:46:00,,51.0,24.0,False,15
SRV_640,Check-out,3336,Mango,Sur,BB_02,2026-03-15 10:14:00,2026-03-15 10:27:00,2026-03-15 10:53:00,2026-03-15 11:14:00,39.0,13.0,True,10
SRV_641,Check-in,1144,Sombrero,Norte,BB_35,2026-03-15 16:50:00,2026-03-15 17:01:00,2026-03-15 17:30:00,,40.0,11.0,False,16
SRV_642,Check-in,1582,Piñata,Norte,BB_09,2026-03-15 15:42:00,2026-03-15 16:03:00,2026-03-15 16:29:00,,47.0,21.0,False,15
SRV_643,Check-in,216,Villa 2,Golf,BB_12,2026-03-15 13:56:00,2026-03-15 14:18:00,2026-03-15 14:30:00,,34.0,22.0,False,13
SRV_644,Check-in,3682,Piña,Sur,BB_12,2026-03-15 13:46:00,2026-03-15 14:11:00,2026-03-15 14:24:00,,38.0,25.0,False,13
SRV_645,Check-out,4161,Toronja,Sur,BB_25,2026-03-15 09:09:00,2026-03-15 09:24:00,2026-03-15 09:41:00,2026-03-15 10:09:00,32.0,15.0,True,9
SRV_646,Check-out,4059,Toronja,Sur,BB_06,2026-03-15 11:39:00,2026-03-15 11:57:00,2026-03-15 12:10:00,2026-03-15 12:39:00,31.0,18.0,True,11
